OID_,ECOLSYS_LU,VALUE_1,VALUE_2,VALUE_3,VALUE_4,L3eco,NoThreat,LowThreat,MedThreat,HighThreat,AllThreat,Total,Percent
,North-Central Interior Maple-Basswood Forest,57923100.000000000000000,507600.000000000000000,244800.000000000000000,3186000.000000000000000,39,5792.3100586,50.7599983,24.4799995,318.6000061,393.8399963,6186.1499023,6.3664799
,Ozark-Ouachita Mesic Hardwood Forest,1265697900.000000000000000,7184700.000000000000000,4090500.000000000000000,28474200.000000000000000,39,126570.0000000,718.4699707,409.0499878,2847.4199219,3974.9399414,130545.0000000,3.0448799
,Western Great Plains Floodplain Systems,2700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,0.2700000,0.0000000,0.0000000,0.0000000,0.0000000,0.2700000,0.0000000
,Central Interior and Appalachian Floodplain Systems,308988900.000000000000000,2511000.000000000000000,1349100.000000000000000,7411500.000000000000000,39,30898.9003906,251.1000061,134.9100037,741.1500244,1127.1600342,32026.0996094,3.5195000
,Central Interior and Appalachian Riparian Systems,160686900.000000000000000,877500.000000000000000,584100.000000000000000,4286700.000000000000000,39,16068.7001953,87.7500000,58.4099998,428.6700134,574.8300171,16643.5000000,3.4537799
,Ozark-Ouachita Riparian,485100.000000000000000,900.000000000000000,0.000000000000000,5400.000000000000000,39,48.5099983,0.0900000,0.0000000,0.5400000,0.6300000,49.1399994,1.2820500
,South-Central Interior Large Floodplain,10883700.000000000000000,2700.000000000000000,27000.000000000000000,63900.000000000000000,39,1088.3699951,0.2700000,2.7000000,6.3899999,9.3599997,1097.7299805,0.8526690
,North-Central Interior and Appalachian Rich Swamp,4738500.000000000000000,60300.000000000000000,9900.000000000000000,7200.000000000000000,39,473.8500061,6.0300002,0.9900000,0.7200000,7.7399998,481.5899963,1.6071800
,Southeastern Great Plains Floodplain Forest,19810800.000000000000000,107100.000000000000000,12600.000000000000000,93600.000000000000000,39,1981.0799561,10.7100000,1.2600000,9.3599997,21.3299999,2002.4100342,1.0652200
,Mississippi River Bottomland Depression,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,0.0900000,0.0000000,0.0000000,0.0000000,0.0000000,0.0900000,0.0000000
,Mississippi River Floodplain and Riparian Forest,1260900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,126.0899963,0.0000000,0.0000000,0.0000000,0.0000000,126.0899963,0.0000000
,Gulf and Atlantic Coastal Plain Swamp Systems,1341900.000000000000000,900.000000000000000,9000.000000000000000,36900.000000000000000,39,134.1900024,0.0900000,0.9000000,3.6900001,4.6799998,138.8699951,3.3700600
,Lower Mississippi River Flatwoods,9900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,0.9900000,0.0000000,0.0000000,0.0000000,0.0000000,0.9900000,0.0000000
,Central Mixedgrass Prairie,20700.000000000000000,0.000000000000000,900.000000000000000,0.000000000000000,39,2.0699999,0.0000000,0.0900000,0.0000000,0.0900000,2.1600001,4.1666698
,Western Great Plains Mesquite Woodland and Shrubland,1941300.000000000000000,27000.000000000000000,10800.000000000000000,22500.000000000000000,39,194.1300049,2.7000000,1.0800000,2.2500000,6.0300002,200.1600037,3.0125899
,Arkansas Valley Prairie and Woodland,3600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,0.3600000,0.0000000,0.0000000,0.0000000,0.0000000,0.3600000,0.0000000
,Central Tallgrass Prairie,8100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,0.8100000,0.0000000,0.0000000,0.0000000,0.0000000,0.8100000,0.0000000
,North-Central Interior Sand and Gravel Tallgrass Prairie,11700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,1.1700000,0.0000000,0.0000000,0.0000000,0.0000000,1.1700000,0.0000000
,Southeastern Great Plains Tallgrass Prairie,34540200.000000000000000,339300.000000000000000,221400.000000000000000,528300.000000000000000,39,3454.0200195,33.9300003,22.1399994,52.8300018,108.9000015,3562.9199219,3.0564799
,Central Interior Highlands Calcareous Glade and Barrens,856616400.000000000000000,6019200.000000000000000,3501900.000000000000000,16419600.000000000000000,39,85661.6015625,601.9199829,350.1900024,1641.9599609,2594.0700684,88255.7031250,2.9392700
,Central Interior Highlands Dry Acidic Glade and Barrens,11205900.000000000000000,59400.000000000000000,41400.000000000000000,180900.000000000000000,39,1120.5899658,5.9400001,4.1399999,18.0900002,28.1700001,1148.7600098,2.4522099
,West Gulf Coastal Plain Southern Calcareous Prairie,137700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,13.7700005,0.0000000,0.0000000,0.0000000,0.0000000,13.7700005,0.0000000
,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,42216300.000000000000000,243900.000000000000000,148500.000000000000000,871200.000000000000000,39,4221.6298828,24.3899994,14.8500004,87.1200027,126.3600006,4347.9902344,2.9061699
,"Eastern Great Plains Wet Meadow, Prairie  and Marsh",1635300.000000000000000,900.000000000000000,0.000000000000000,9900.000000000000000,39,163.5299988,0.0900000,0.0000000,0.9900000,1.0800000,164.6100006,0.6560960
,Cultivated Cropland,1631632500.000000000000000,10872000.000000000000000,6139800.000000000000000,26238600.000000000000000,39,163163.0000000,1087.1999512,613.9799805,2623.8601074,4325.0400391,167488.0000000,2.5822999
,Pasture/Hay,30399678000.000000000000000,259596000.000000000000000,137536200.000000000000000,726889500.000000000000000,39,3039970.0000000,25959.5996094,13753.5996094,72689.0000000,112402.0000000,3152370.0000000,3.5656300
,Modified/Managed Southern Tall Grassland,15097500.000000000000000,89100.000000000000000,27000.000000000000000,81900.000000000000000,39,1509.7500000,8.9099998,2.7000000,8.1899996,19.7999992,1529.5500488,1.2945000
,"Disturbed, Non-specific",138279600.000000000000000,1381500.000000000000000,844200.000000000000000,4869900.000000000000000,39,13828.0000000,138.1499939,84.4199982,486.9899902,709.5599976,14537.5996094,4.8808599
,Harvested Forest - Grass/Forb Regeneration,2707200000.000000000000000,17396100.000000000000000,10304100.000000000000000,58016700.000000000000000,39,270720.0000000,1739.6099854,1030.4100342,5801.6699219,8571.6904297,279292.0000000,3.0690801
,Harvested Forest-Shrub Regeneration,478800.000000000000000,1800.000000000000000,0.000000000000000,5400.000000000000000,39,47.8800011,0.1800000,0.0000000,0.5400000,0.7200000,48.5999985,1.4814800
,Recently burned grassland,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39,0.0900000,0.0000000,0.0000000,0.0000000,0.0000000,0.0900000,0.0000000
,Open Water (Fresh),1663223400.000000000000000,2754000.000000000000000,1484100.000000000000000,10801800.000000000000000,39,166322.0000000,275.3999939,148.4100037,1080.1800537,1503.9899902,167826.0000000,0.8961600
,"Developed, Open Space",3572595900.000000000000000,39037500.000000000000000,24530400.000000000000000,187829100.000000000000000,39,357260.0000000,3903.7500000,2453.0400391,18782.9003906,25139.6992188,382400.0000000,6.5741901
,"Developed, Low Intensity",965065500.000000000000000,18953100.000000000000000,13010400.000000000000000,166833000.000000000000000,39,96506.5000000,1895.3100586,1301.0400391,16683.3007813,19879.6992188,116386.0000000,17.0807991
,"Developed, Medium Intensity",235584900.000000000000000,3835800.000000000000000,2642400.000000000000000,45246600.000000000000000,39,23558.5000000,383.5799866,264.2399902,4524.6601563,5172.4799805,28731.0000000,18.0030994
,"Developed, High Intensity",90851400.000000000000000,910800.000000000000000,491400.000000000000000,11867400.000000000000000,39,9085.1396484,91.0800018,49.1399994,1186.7399902,1326.9599609,10412.0996094,12.7444000
,California Central Valley Mixed Oak Savanna,348211800.000000000000000,141300.000000000000000,186300.000000000000000,265500.000000000000000,78,34821.1992188,14.1300001,18.6299992,26.5499992,59.3100014,34880.5000000,0.1700380
,California Coastal Closed-Cone Conifer Forest and Woodland,2283300.000000000000000,0.000000000000000,0.000000000000000,1800.000000000000000,78,228.3300018,0.0000000,0.0000000,0.1800000,0.1800000,228.5099945,0.0787712
,California Coastal Live Oak Woodland and Savanna,518382900.000000000000000,316800.000000000000000,594900.000000000000000,673200.000000000000000,78,51838.3007813,31.6800003,59.4900017,67.3199997,158.4900055,51996.8007813,0.3048070
,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,1456027200.000000000000000,2606400.000000000000000,2172600.000000000000000,5784300.000000000000000,78,145603.0000000,260.6400146,217.2599945,578.4299927,1056.3299561,146659.0000000,0.7202630
,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,4472191800.000000000000000,18148500.000000000000000,8802900.000000000000000,20201400.000000000000000,78,447219.0000000,1814.8499756,880.2899780,2020.1400146,4715.2797852,451934.0000000,1.0433600
,East Cascades Oak-Ponderosa Pine Forest and Woodland,81552600.000000000000000,1585800.000000000000000,1081800.000000000000000,2550600.000000000000000,78,8155.2597656,158.5800018,108.1800003,255.0599976,521.8200073,8677.0800781,6.0137701
,Mediterranean California Mixed Evergreen Forest,6034083300.000000000000000,1363500.000000000000000,781200.000000000000000,803700.000000000000000,78,603408.0000000,136.3500061,78.1200027,80.3700027,294.8399963,603703.0000000,0.0488386
,Mediterranean California Mixed Oak Woodland,1053243900.000000000000000,4507200.000000000000000,2471400.000000000000000,5765400.000000000000000,78,105324.0000000,450.7200012,247.1399994,576.5399780,1274.4000244,106598.0000000,1.1955200
,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,1134909000.000000000000000,2628900.000000000000000,1159200.000000000000000,2315700.000000000000000,78,113491.0000000,262.8900146,115.9199982,231.5700073,610.3800049,114101.0000000,0.5349470
,North Pacific Oak Woodland,483079500.000000000000000,9047700.000000000000000,3987000.000000000000000,10970100.000000000000000,78,48307.8984375,904.7700195,398.7000122,1097.0100098,2400.4799805,50708.3984375,4.7338901
,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,37949400.000000000000000,0.000000000000000,0.000000000000000,900.000000000000000,78,3794.9399414,0.0000000,0.0000000,0.0900000,0.0900000,3795.0300293,0.0023715
,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,28620000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,2862.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2862.0000000,0.0000000
,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,511200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,51.1199989,0.0000000,0.0000000,0.0000000,0.0000000,51.1199989,0.0000000
,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,2341800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,234.1799927,0.0000000,0.0000000,0.0000000,0.0000000,234.1799927,0.0000000
,Rocky Mountain Aspen Forest and Woodland,6300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,0.6300000,0.0000000,0.0000000,0.0000000,0.0000000,0.6300000,0.0000000
,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,336600900.000000000000000,267300.000000000000000,219600.000000000000000,283500.000000000000000,78,33660.1015625,26.7299995,21.9599991,28.3500004,77.0400009,33737.1015625,0.2283540
,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,460760400.000000000000000,94500.000000000000000,9900.000000000000000,20700.000000000000000,78,46076.0000000,9.4499998,0.9900000,2.0699999,12.5100002,46088.5000000,0.0271434
,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,275545800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,27554.5996094,0.0000000,0.0000000,0.0000000,0.0000000,27554.5996094,0.0000000
,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,18790790400.000000000000000,6099300.000000000000000,3092400.000000000000000,7805700.000000000000000,78,1879080.0000000,609.9299927,309.2399902,780.5700073,1699.7399902,1880780.0000000,0.0903742
,Mediterranean California Mesic Mixed Conifer Forest and Woodland,2289420000.000000000000000,15300.000000000000000,900.000000000000000,5400.000000000000000,78,228942.0000000,1.5300000,0.0900000,0.5400000,2.1600001,228944.0000000,0.0009435
,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,33895800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,3389.5800781,0.0000000,0.0000000,0.0000000,0.0000000,3389.5800781,0.0000000
,California Coastal Redwood Forest,516139200.000000000000000,225900.000000000000000,87300.000000000000000,95400.000000000000000,78,51613.8984375,22.5900002,8.7299995,9.5400000,40.8600006,51654.8007813,0.0791020
,North Pacific Broadleaf Landslide Forest and Shrubland,918000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,91.8000031,0.0000000,0.0000000,0.0000000,0.0000000,91.8000031,0.0000000
,North Pacific Hypermaritime Sitka Spruce Forest,1375200.000000000000000,0.000000000000000,0.000000000000000,2700.000000000000000,78,137.5200043,0.0000000,0.0000000,0.2700000,0.2700000,137.7899933,0.1959500
,North Pacific Lowland Mixed Hardwood-Conifer Forest and Woodland,50103900.000000000000000,359100.000000000000000,148500.000000000000000,174600.000000000000000,78,5010.3901367,35.9099998,14.8500004,17.4599991,68.2200012,5078.6098633,1.3432800
,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,376293600.000000000000000,1942200.000000000000000,708300.000000000000000,913500.000000000000000,78,37629.3984375,194.2200012,70.8300018,91.3499985,356.3999939,37985.8007813,0.9382450
,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,223658100.000000000000000,42300.000000000000000,69300.000000000000000,80100.000000000000000,78,22365.8007813,4.2300000,6.9299998,8.0100002,19.1700001,22385.0000000,0.0856377
,North Pacific Wooded Volcanic Flowage,3541500.000000000000000,0.000000000000000,900.000000000000000,0.000000000000000,78,354.1499939,0.0000000,0.0900000,0.0000000,0.0900000,354.2399902,0.0254065
,Mediterranean California Red Fir Forest,267516900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,26751.6992188,0.0000000,0.0000000,0.0000000,0.0000000,26751.6992188,0.0000000
,Mediterranean California Subalpine Woodland,6933600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,693.3599854,0.0000000,0.0000000,0.0000000,0.0000000,693.3599854,0.0000000
,North Pacific Mountain Hemlock Forest,15370200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,1537.0200195,0.0000000,0.0000000,0.0000000,0.0000000,1537.0200195,0.0000000
,Northern California Mesic Subalpine Woodland,41162400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,4116.2402344,0.0000000,0.0000000,0.0000000,0.0000000,4116.2402344,0.0000000
,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,3121200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,312.1199951,0.0000000,0.0000000,0.0000000,0.0000000,312.1199951,0.0000000
,Columbia Plateau Western Juniper Woodland and Savanna,34524000.000000000000000,58500.000000000000000,12600.000000000000000,45900.000000000000000,78,3452.3999023,5.8499999,1.2600000,4.5900002,11.6999998,3464.1000977,0.3377500
,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,2916900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,291.6900024,0.0000000,0.0000000,0.0000000,0.0000000,291.6900024,0.0000000
,Columbia Basin Foothill Riparian Woodland and Shrubland,2767500.000000000000000,15300.000000000000000,25200.000000000000000,64800.000000000000000,78,276.7500000,1.5300000,2.5200000,6.4800000,10.5299997,287.2799988,3.6654100
,Great Basin Foothill and Lower Montane Riparian Woodland and Shrubland,55800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,5.5799999,0.0000000,0.0000000,0.0000000,0.0000000,5.5799999,0.0000000
,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,735300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,78,73.5299988,0.0000000,0.0000000,0.0000000,0.0000000,73.5299988,0.0000000
,North Pacific Lowland Riparian Forest and Shrubland,145507500.000000000000000,2542500.000000000000000,1159200.000000000000000,4471200.000000000000000,78,14550.7998047,254.2500000,115.9199982,447.1199951,817.2899780,15368.0996094,5.3180900
